package,version,imports,suggests,repository,description
R.cache,0.16.0,"utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",,https://cran.rstudio.com/src/contrib,"Memoization can be used to speed up repetitive and computational expensive function calls.  The first time a function that implements memoization is called the results are stored in a cache memory.  The next time the function is called with the same set of parameters, the results are momentarily retrieved from the cache avoiding repeating the calculations.  With this package, any R object can be cached in a key-value storage where the key can be an arbitrary set of R objects.  The cache memory is persistent (on the file system)."
R.methodsS3,1.8.2,utils,codetools,https://cran.rstudio.com/src/contrib,"Methods that simplify the setup of S3 generic functions and S3 methods.  Major effort has been made in making definition of methods as simple as possible with a minimum of maintenance for package developers.  For example, generic functions are created automatically, if missing, and naming conflict are automatically solved, if possible.  The method setMethodS3() is a good start for those who in the future may want to migrate to S4.  This is a cross-platform package implemented in pure R that generates standard S3 methods."
R.oo,1.25.0,"methods, utils",tools,https://cran.rstudio.com/src/contrib,Methods and classes for object-oriented programming in R with or without references.  Large effort has been made on making definition of methods as simple as possible with a minimum of maintenance for package developers.  The package has been developed since 2001 and is now considered very stable.  This is a cross-platform package implemented in pure R that defines standard S3 classes without any tricks.
R.utils,2.12.0,"methods, utils, tools, R.methodsS3 (>= 1.8.1)","datasets, digest (>= 0.6.10)",https://cran.rstudio.com/src/contrib,Utility functions useful when programming and developing R packages.
R6,2.5.1,,"testthat, pryr",https://cran.rstudio.com/src/contrib,"Creates classes with reference semantics, similar to R's built-in
    reference classes. Compared to reference classes, R6 classes are simpler
    and lighter-weight, and they are not built on S4 classes so they do not
    require the methods package. These classes allow public and private
    members, and they support inheritance, even when the classes are defined in
    different packages."
ragg,1.2.2,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","covr, testthat, grid, graphics",https://cran.rstudio.com/src/contrib,"Anti-Grain Geometry (AGG) is a high-quality and high-performance
    2D drawing library. The 'ragg' package provides a set of graphic devices 
    based on AGG to use as alternative to the raster devices provided through
    the 'grDevices' package."
rapidjsonr,1.2.0,,,https://cran.rstudio.com/src/contrib,Provides JSON parsing capability through the 'Rapidjson' 'C++' header-only library.
rappdirs,0.3.3,,"roxygen2, testthat (>= 3.0.0), covr, withr",https://cran.rstudio.com/src/contrib,"An easy way to determine which directories on the
    users computer you should use to save data, caches and logs. A port of
    Python's 'Appdirs' (<https://github.com/ActiveState/appdirs>) to
    R."
raster,3.5-21,"Rcpp, methods, terra (>= 1.5-12)","rgdal (>= 1.5-23), rgeos (>= 0.5-3), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, tinytest, gstat, fields,
exactextractr",https://cran.rstudio.com/src/contrib,"Reading, writing, manipulating, analyzing and modeling of spatial data. The package implements basic and high-level functions for raster data and for vector data operations such as intersections. See the manual and tutorials on <https://rspatial.org/> to get started."
rcmdcheck,1.4.0,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen","covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",https://cran.rstudio.com/src/contrib,"Run 'R CMD check' from 'R' and capture the results
    of the individual checks. Supports running checks in the background,
    timeouts, pretty printing and comparing check results."
RColorBrewer,1.1-3,,,https://cran.rstudio.com/src/contrib,"Provides color schemes for maps (and other graphics)
        designed by Cynthia Brewer as described at http://colorbrewer2.org"
Rcpp,1.0.9,"methods, utils","tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",https://cran.rstudio.com/src/contrib,"The 'Rcpp' package provides R functions as well as C++ classes which
 offer a seamless integration of R and C++. Many R data types and objects can be
 mapped back and forth to C++ equivalents which facilitates both writing of new
 code as well as easier integration of third-party libraries. Documentation
 about 'Rcpp' is provided by several vignettes included in this package, via the
 'Rcpp Gallery' site at <https://gallery.rcpp.org>, the paper by Eddelbuettel and
 Francois (2011, <doi:10.18637/jss.v040.i08>), the book by Eddelbuettel (2013,
 <doi:10.1007/978-1-4614-6868-4>) and the paper by Eddelbuettel and Balamuta (2018,
 <doi:10.1080/00031305.2017.1375990>); see 'citation(""Rcpp"")' for details."
RcppArmadillo,0.10.7.5.0,"Rcpp (>= 0.11.0), stats, utils, methods","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",https://cran.rstudio.com/src/contrib,"'Armadillo' is a templated C++ linear algebra library (by Conrad
 Sanderson) that aims towards a good balance between speed and ease of
 use. Integer, floating point and complex numbers are supported, as
 well as a subset of trigonometric and statistics functions. Various
 matrix decompositions are provided through optional integration with
 LAPACK and ATLAS libraries.  The 'RcppArmadillo' package includes the
 header files from the templated 'Armadillo' library. Thus users do
 not need to install 'Armadillo' itself in order to use
 'RcppArmadillo'. From release 7.800.0 on, 'Armadillo' is licensed
 under Apache License 2; previous releases were under licensed as MPL
 2.0 from version 3.800.0 onwards and LGPL-3 prior to that;
 'RcppArmadillo' (the 'Rcpp' bindings/bridge to Armadillo) is licensed
 under the GNU GPL version 2 or later, as is the rest of 'Rcpp'.
 Armadillo requires a C++11 compiler."
RcppEigen,0.3.3.9.1,"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","inline, tinytest, pkgKitten, microbenchmark",https://cran.rstudio.com/src/contrib,"R and 'Eigen' integration using 'Rcpp'.
 'Eigen' is a C++ template library for linear algebra: matrices, vectors,
 numerical solvers and related algorithms.  It supports dense and sparse
 matrices on integer, floating point and complex numbers, decompositions of
 such matrices, and solutions of linear systems. Its performance on many
 algorithms is comparable with some of the best implementations based on
 'Lapack' and level-3 'BLAS'. The 'RcppEigen' package includes the header
 files from the 'Eigen' C++ template library (currently version 3.3.4). Thus
 users do not need to install 'Eigen' itself in order to use 'RcppEigen'.
 Since version 3.1.1, 'Eigen' is licensed under the Mozilla Public License
 (version 2); earlier version were licensed under the GNU LGPL version 3 or
 later. 'RcppEigen' (the 'Rcpp' bindings/bridge to 'Eigen') is licensed under
 the GNU GPL version 2 or later, as is the rest of 'Rcpp'."
RCurl,1.98-1.8,bitops,XML,https://cran.rstudio.com/src/contrib,"A wrapper for 'libcurl' <https://curl.se/libcurl/>
	Provides functions to allow one to compose general HTTP requests
        and provides convenient functions to fetch URIs, get & post
        forms, etc. and process the results returned by the Web server.
        This provides a great deal of control over the HTTP/FTP/...
        connection and the form of the request while providing a
        higher-level interface than is available just using R socket
        connections.  Additionally, the underlying implementation is
        robust and extensive, supporting FTP/FTPS/TFTP (uploads and
        downloads), SSL/HTTPS, telnet, dict, ldap, and also supports
        cookies, redirects, authentication, etc."
readbitmap,0.1.5,"bmp, jpeg, png, tiff","pixmap, testthat",https://cran.rstudio.com/src/contrib,"Identifies and reads Windows BMP, JPEG, PNG, and TIFF format bitmap
    images. Identification defaults to the use of the magic number embedded in
    the file rather than the file extension. Reading of JPEG and PNG image
    depends on libjpg and libpng libraries. See file INSTALL for details if
    necessary."
readr,2.1.2,"cli (>= 3.0.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.5.6)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",https://cran.rstudio.com/src/contrib,"The goal of 'readr' is to provide a fast and friendly way to
    read rectangular data (like 'csv', 'tsv', and 'fwf').  It is designed
    to flexibly parse many types of data found in the wild, while still
    cleanly failing when data unexpectedly changes."
readxl,1.4.0,"cellranger, tibble (>= 2.0.1), utils","knitr, rmarkdown, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Import excel files into R. Supports '.xls' via the
    embedded 'libxls' C library <https://github.com/libxls/libxls> and
    '.xlsx' via the embedded 'RapidXML' C++ library
    <http://rapidxml.sourceforge.net>.  Works on Windows, Mac and Linux
    without external dependencies."
recipes,0.1.17,"ellipsis, generics (>= 0.1.0), glue, gower, ipred (>= 0.9-12),
lifecycle, lubridate, magrittr, Matrix, purrr (>= 0.2.3), rlang
(>= 0.4.0), stats, tibble, tidyr (>= 1.0.0), tidyselect (>=
1.1.0), timeDate, utils, vctrs, withr","covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, modeldata, parsnip (>= 0.1.7), RANN, RcppRoll,
rmarkdown, rpart, rsample, RSpectra, testthat (>= 3.0.0),
workflows, xml2",https://cran.rstudio.com/src/contrib,"A recipe prepares your data for modeling. We provide an extensible
    framework for pipeable sequences of feature engineering steps provides
    preprocessing tools to be applied to data. Statistical parameters for
    the steps can be estimated from an initial data set and then applied
    to other data sets. The resulting processed output can then be used as
    inputs for statistical or machine learning models."
rematch,1.0.1,,"covr, testthat",https://cran.rstudio.com/src/contrib,"A small wrapper on 'regexpr' to extract the matches and
    captured groups from the match of a regular expression to a character
    vector."
rematch2,2.1.2,tibble,"covr, testthat",https://cran.rstudio.com/src/contrib,"Wrappers on 'regexpr' and 'gregexpr' to return the match
    results in tidy data frames."
remotes,2.4.2,"methods, stats, tools, utils","brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",https://cran.rstudio.com/src/contrib,"Download and install R packages stored in 'GitHub', 'GitLab', 
    'Bitbucket', 'Bioconductor', or plain 'subversion' or 'git' repositories. 
    This package provides the 'install_*' functions in 'devtools'. Indeed most 
    of the code was copied over from 'devtools'."
repr,1.1.4,"utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc","methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet",https://cran.rstudio.com/src/contrib,"String and binary representations of objects for several formats /
    mime types."
reprex,2.0.1,"callr (>= 3.6.0), cli (>= 2.3.1), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), rlang (>= 0.4.0), rmarkdown, rstudioapi,
utils, withr (>= 2.3.0)","covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",https://cran.rstudio.com/src/contrib,"Convenience wrapper that uses the 'rmarkdown'
    package to render small snippets of code to target formats that
    include both code and output.  The goal is to encourage the sharing of
    small, reproducible, and runnable examples on code-oriented websites,
    such as <https://stackoverflow.com> and <https://github.com>, or in
    email. The user's clipboard is the default source of input code and
    the default target for rendered output. 'reprex' also extracts clean,
    runnable R code from various common formats, such as copy/paste from
    an R session."
